uid,nombre_de_la_entidad,departamento_entidad,orden_entidad,modalidad,causal_contratacion_directa,objeto_a_contratar,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_firma,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato,id_adjudicacion,urlproceso,nit_de_la_entidad,identificacion_del_contratista,dpto_y_muni_contratista,municipio_entidad,nom_razon_social_contratista,estado_del_proceso
16-1-159746-4939468,SUCRE - ALCALDIA MUNICIPIO DE LOS PALMITOS,SUCRE,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",OBRA PUBLICA PARA LA CONSTRUCCION DE PLACA HUELLAS EN LA VIA QUE CONDUCE AL CORREGIMIENTO PALMA DE VINO; MUNICIPIO DE LOS PALMITOS (SUCRE).,1111111112,1110825615,0,1110825615,2016,2016-08-03T00:00:00.000,2016-08-03T00:00:00.000,5,M,0,0,2017-01-03T00:00:00.000,4939468,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-159746'},892201287,900995120,SUCRE,LOS PALMITOS,CONSORCIO PLACA HUELLA PALMAS DE VINO 2016,LIQUIDADO
23-11-13719714-12747190,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),LA CONTRATACION DE MENOR CUANTIA (LITERAL B),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR LA OBRA PUBLICA PARA REALIZAR LA APERTURA DE LA VIA NUEVA GRANADILLO EN LA VEREDA EL TAUSO DEL MUNICIPIO DE AROBLEDA - NARINO. BPIN 2023520510009,62783924,62764230,0,62764230,2023,2023-08-09T00:00:00.000,2023-08-29T00:00:00.000,30,D,0,0,2023-09-28T00:00:00.000,12747190,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-11-13719714'},800093386-8,1085276148,NARINO,ARBOLEDA,ING. MICHAEL STEVEN PORTILLA BASANTE,LIQUIDADO
19-13-9194540-8417708,BOYACA - ALCALDIA MUNICIPIO DE EL ESPINO,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",APERTURA DE VIAS RURALES EN EL MUNICIPIO DE EL ESPINO BOYACA,23000000,23000000,0,23000000,2019,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,45,D,0,0,2019-05-10T00:00:00.000,8417708,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9194540'},890702027-0,7179165,BOYACA,EL ESPINO,YEISON OSVALDO GRANADOS GONZALEZ,LIQUIDADO
19-11-9312139-9374077,BOYACA - ALCALDIA MUNICIPIO DE CUITIVA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS RURALES DEL MUNICIPIO DE CUITIVA VIA MISAEL CORREA; EL COLORADO; EL MILAGRO Y LA CULEBRERA,226433457,226430735,0,226430735,2019,2019-05-14T00:00:00.000,2019-05-14T00:00:00.000,2,M,0,0,2019-07-14T00:00:00.000,9374077,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9312139'},891855769,901135235,BOYACA,CUITIVA,AP CONSTRUCTORES S.A.S,LIQUIDADO
19-4-9735307-8869941,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA RED SECUNDARIA DEL CORREDOR VIAL EN JURISDICCION DE LA JUNTA DE ACCION COMUNAL VEREDA AGUA BONITA DEL MUNICIPIO DE SILVANIA - CUNDINAMARCA,41573624,39593928,0,39593928,2019,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,30,D,0,0,2019-08-16T00:00:00.000,8869941,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9735307'},900258772,900005122,CUNDINAMARCA,BOGOTA D.C.,JUNTA DE ACCION COMUNAL DE LA VEREDA AGUA BONITA,LIQUIDADO
18-12-8484613-7720626,CUNDINAMARCA - ALCALDIA MUNICIPIO DE GUAYABETAL,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION DIRECTA (LEY 1150 DE 2007),URGENCIA MANIFIESTA (LITERAL A),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REHABILITACION DE VIAS RED TERCIARIA EN EL MARCO DE LA CALAMIDAD PUBLICA DECRETADA,94000000,94000000,0,94000000,2018,2018-08-29T00:00:00.000,2018-08-29T00:00:00.000,1,M,0,0,2018-09-29T00:00:00.000,7720626,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8484613'},800094701,830133192,META,GUAYABETAL,CONSTRUCCIONES CIVILES DHG SAS,LIQUIDADO
21-11-11664899-10875699,BOYACA - ALCALDIA MUNICIPIO DE SACHICA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATO DE OBRA PUBLICA PARA LA REHABILITACION MEDIANTE PAVIMENTACION CON FRESADO ASFALTICO DE VIAS VEREDALES DEL MUNICIPIO DE SACHICA,59708691,59685003,29836807,89521810,2021,2021-03-03T00:00:00.000,2021-03-10T00:00:00.000,6,M,0,0,2021-09-10T00:00:00.000,10875699,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-11-11664899'},800103663-8,900996547,BOYACA,SACHICA,INGENIERIA CONSTRUCCION Y CONSULTORIA ICC SAS,LIQUIDADO
18-11-8046639-7485849,BOLIVAR - ALCALDIA MUNICIPIO DE MORALES,BOLIVAR,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REFUERZO DE DIQUES  CON MATERIAL DE PRESTAMO LATERAL PARA EL CONTROL DE INUNDACIONES EN GUILLIN - BOCA DE LA CIENAGA - LAS PAILAS; ZONA RURAL DEL MUNICIPIO DE MORALES - BOLIVAR,150000000,149944971,0,149944971,2018,2018-05-23T00:00:00.000,2018-05-28T00:00:00.000,1,M,0,0,2018-06-28T00:00:00.000,7485849,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8046639'},800096734-1,900465831,CESAR,MORALES,MOVIMIENTO INGENIERIA DISENO ARQUITECTURA Y SERVICIOS SAS (MIDAS),LIQUIDADO
17-11-6588003-6090829,META - ALCALDIA MUNICIPIO DE FUENTE DE ORO,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",OBRAS COMPLEMENTARIAS PARA EL MEJORAMIENTO DEL TERRAPLEN DEL ACCESO AL PUENTE SOBRE EL CANO IRACA DE LA VEREDA LA SHELL DEL  MUNICIPIO DE FUENTEDEORO-META,64000000,64000000,0,64000000,2017,2017-06-02T00:00:00.000,2017-06-06T00:00:00.000,1,M,0,0,2017-07-06T00:00:00.000,6090829,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6588003'},892099183,86004553,META,FUENTE DE ORO,VICTOR BENISIO CAMARGO AGUILAR,LIQUIDADO
22-4-13139703-12328112,VALLE DEL CAUCA - FONDO MIXTO PARA LA PROMOCION DEL DEPORTE; EL DESARROLLO INTEGRAL Y LA GESTION SOCIAL - CALI,VALLE DEL CAUCA,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA TERCIARIA EN LA ZONA RURAL EN EL MUNICIPIO VALLE DEL GUAMUEZ PUTUMAYO,6132406847,6131920700,0,6131920700,2022,2022-06-13T00:00:00.000,2022-08-18T00:00:00.000,6,M,0,0,2023-02-18T00:00:00.000,12328112,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13139703'},800199735,901606600,NARINO,CALI,CONSORCIO MARAVELEZ 2022,LIQUIDADO
19-13-10143580-9294286,BOYACA - ALCALDIA MUNICIPIO DE PACHAVITA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA SECTOR AGUAQUINA ABAJO MEDIANTE CONSTRUCCION DE HUELLAS VEHICULARES; MUNICIPIO DE PACHAVITA.,23108101,23105125,0,23105125,2019,2019-12-09T00:00:00.000,2019-12-09T00:00:00.000,15,D,0,0,2019-12-24T00:00:00.000,9294286,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10143580'},800028461,901131707,CASANARE,PACHAVITA,INGNOVATEK SAS,LIQUIDADO
15-13-4283334-3987742,PUTUMAYO - GOBERNACION,PUTUMAYO,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO DE LA RED TERCIARIA DEL DEPARTAMENTO EN MOCOA Y VILLAGARZON SECTOR 2 (MOCOA) TRAMO 2 (VEREDA VILLA ROSA 2.268 ML); TRAMO 3 (VEREDA EL DIVISO EL PARAISO L017M1); TRAMO 4 (VEREDA RUMIYACO SAN JUAN BOSCO 1.153M1); TRAMO 5 (SAN LUIS DE CHONTAYACO 2.331M1); TRAMO 6 (VEREDA LAS PLA.NADAS 1.200M1) ; MEDIANTE LA A.DMINISTR.ACION Y OPERACION DE LA MAQUINARIA PESADA Y LAS VOLQUETAS DE PROPIEDAD DE LA GOBERNACION DEL PUTUMAYO DENTRO DE LA EJECUCION DEL SUBPROYECTO DENOMINADO MANTENIMIENTO DE LA RED TERCIARIA DEL DEPARTAMENTO EN MOCO.A. Y VILLAGARZON,39593966,39593966,0,39593966,2015,2015-10-21T00:00:00.000,2015-10-26T00:00:00.000,1,M,0,0,2015-11-26T00:00:00.000,3987742,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4283334'},800094164,71268599,PUTUMAYO,SAN MIGUEL DE MOCOA,CAMILO FERNANDO PABON GONZALEZ,LIQUIDADO
19-13-9710466-8861132,ANTIOQUIA - ALCALDIA MUNICIPIO DE OLAYA,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO PERIODICO DE LA VIA TERCIARIA QUE COMUNICA A LA VEREDA EL GUAYABO; TIEMBLA Y LA COLCHONA PR. KM 00+000 AK PR. KM 06+500,23000000,23000000,0,23000000,2019,2019-07-23T00:00:00.000,2019-07-24T00:00:00.000,20,D,0,0,2019-08-13T00:00:00.000,8861132,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9710466'},800026156-5,811030395,ANTIOQUIA,OLAYA,ASOCIACION DE MUNICIPIOS DEL NORTE ANTIOQUIA (AMUNORTE),LIQUIDADO
17-13-6196414-5707429,SANTANDER - ALCALDIA MUNICIPIO DE JESUS MARIA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONFORMACION DE CALZADA CON MOTONIVELADORA PARA EL MANTENIMIENTO DE  VIAS TERCIARIAS EN LAS VEREDAS DE AGUA FRIA Y CABRERA ALTA DEL MUNICIPIO DE JESUS MARIA - SANTANDER.,20566000,20566000,0,20566000,2017,2017-02-21T00:00:00.000,2017-02-21T00:00:00.000,15,D,0,0,2017-03-08T00:00:00.000,5707429,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6196414'},800004018-2,13876437,SANTANDER,JESUS MARIA,LUIS DOMINGO GONZALEZ ARIZA,LIQUIDADO
19-13-10209759-9344333,CALDAS - ALCALDIA MUNICIPIO DE MANZANARES,CALDAS,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR  A TODO COSTO LAS OBRAS PARA LA CONSTRUCCION DE UN TRAMO DE PLACA HUELLA EN CONCRETO REFORZADO; ENROCADO CENTRAL; CUNETAS Y SARDINEL EN LA VEREDA LA CEIBA DEL MUNICIPIO DE MANZANARES CALDAS.,22800000,22714488,0,22714488,2019,2019-12-21T00:00:00.000,2019-12-21T00:00:00.000,10,D,0,0,2019-12-31T00:00:00.000,9344333,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10209759'},800094711-3,15985491,CALDAS,MANZANARES,CARLOS EGDARDO HURTADO JIMENEZ,LIQUIDADO
18-11-8438477-7906262,CALDAS - ALCALDIA MUNICIPIO DE SUPIA,CALDAS,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REALIZAR OBRAS DE CONSTRUCCION DE PLACA HUELLA; CANAL DISIPADOR Y TRANSVERSALES EN LA COMUNIDAD DE DOSQUEBRADAS EN EL MUNICIPIO DE SUPIA,39999335,39042254,0,39042254,2018,2018-11-27T00:00:00.000,2018-12-03T00:00:00.000,90,D,0,0,2019-03-03T00:00:00.000,7906262,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8438477'},899999398-5,901233583,CALDAS,SUPIA,CONSORCIO INGESOL,LIQUIDADO
17-11-6883459-6342339,TOLIMA - ALCALDIA MUNICIPIO DE PLANADAS,TOLIMA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REALIZAR EL MEJORAMIENTO Y MANTENIMIENTO DE LA VIA TERCIARIA QUE VA DESDE LA VEREDA LA FLORESTA HASTA LA ESCUELA DE LA VEREDA PALOMAS DEL RESGUARDO INDIGENA NASA WE´SX DEL CORREGIMIENTO DE GAITANIA; MUNICIPIO DE PLANADAS TOLIMA.,90000000,89995000,0,89995000,2017,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,2,M,0,0,2017-10-23T00:00:00.000,6342339,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6883459'},800100137,900501557,TOLIMA,PLANADAS,INGEOMAQUINAS L.A.C.M.S.A.S,LIQUIDADO
19-13-9329509-8510828,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN CARLOS,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO DE LA VIA TERCIARIA PATIO BONITO-LA MIRANDITA DEL MUNICIPIO DE SAN CARLOS.,23000000,22999989,0,22999989,2019,2019-05-02T00:00:00.000,2019-05-04T00:00:00.000,20,D,0,0,2019-05-24T00:00:00.000,8510828,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9329509'},890983740-9,901198392,ANTIOQUIA,SAN CARLOS,"CONSTRUCCIONES, SERVICIOS Y SUMIISTROS DE COLOMBIA",LIQUIDADO
21-1-216245-11198910,ANTIOQUIA - ALCALDIA MUNICIPIO DE NECHI,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE PUNTOS CRITICOS DE VIAS TERCIARIAS; ENTRE LOS TRAMOS NECHI  LONDRES; LA YE PEDRO IGNACIO  SANTA ANITA; LAS PARTIDAS DE LONDRES  CORRENTOSO Y CANO PESCADO  LA ESPIGA; MEDIANTE LA RECONFORMACION DE VIA; ADICION; EXTENDIDA Y COMPACTACION DE MATERIAL SELECCIONADO PARA EL MEJORAMIENTO DE LA SUBRASANTE; EN EL MUNICIPIO DE NECHI; ANTIOQUIA,396656260,396467290,0,396467290,2021,2021-06-10T00:00:00.000,2021-07-05T00:00:00.000,1,M,0,0,2021-08-05T00:00:00.000,11198910,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-216245'},800100134-1,830514278,ANTIOQUIA,NECHI,ECOSOCIAL S.A.S,LIQUIDADO
17-11-6379767-5925348,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUTATAUSA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",OBRAS DE MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VIA NACIONAL A LA ESCUELA DE LA VEREDA NOVOA DEL MUNICIPIO DE SUTATAUSA,139294000,138951936,0,138951936,2017,2017-04-20T00:00:00.000,2017-04-25T00:00:00.000,3,M,0,0,2017-07-25T00:00:00.000,5925348,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6379767'},800030988-1,900131118,CUNDINAMARCA,SUTATAUSA,MARSA COLOMBIA LIMITADA,LIQUIDADO
20-13-10804705-10042957,MAGDALENA - ALCALDIA MUNICIPIO DE SITIONUEVO,MAGDALENA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",ADECUACION DEL CAMINO VIA RURAL EL TIGRE MEDIANTE LA CONSTRUCCION DE TERRAPLEN CON MATERIAL DE PRESTAMO LATERAL; UBICADO EN LA ZONA RURAL DEL MUNICIPIO DE SITIONUEVO.,24176640,20029440,0,20029440,2020,2020-06-08T00:00:00.000,2020-06-08T00:00:00.000,10,D,0,0,2020-06-18T00:00:00.000,10042957,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-10804705'},891780103,8660348,MAGDALENA,SITIONUEVO,ARAMIS JIMENEZ BOLANO,LIQUIDADO
21-21-24611-12008153,SANTANDER - ALCALDIA MUNICIPIO DE BETULIA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LAS VIAS RURALES DEL PROGRAMA COLOMBIA RURAL MUNICIPIO DE BETULIA; DEPARTAMENTO DE SANTANDER,549999973,525517925,0,525517925,2021,2021-12-15T00:00:00.000,2022-01-05T00:00:00.000,3,M,0,0,2022-04-05T00:00:00.000,12008153,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24611'},890208119-1,900152554,SANTANDER,BETULIA,INCODIM SAS,LIQUIDADO
22-4-12828960-11861962,NORTE DE SANTANDER - ALCALDIA MUNICIPIO DE TOLEDO,NORTE DE SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",AMPLIACION DEL CAMINO VEREDAL EN LA VEREDA SANTA MARTA II; EN EL MUNICIPIO DE TOLEDO NORTE DE SANTANDER,27000000,27000000,0,27000000,2022,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,45,D,0,0,2022-03-18T00:00:00.000,11861962,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12828960'},890501362-0,807001514,NORTE DE SANTANDER,TOLEDO,JUNTA DE ACCION COMUNAL DE LA VEREDA SANTA MARTA II,LIQUIDADO
15-12-3804037-3906171,SANTANDER - ALCALDIA MUNICIPIO DE PIEDECUESTA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,CONTRATACION DIRECTA (LEY 1150 DE 2007),PRESTACION DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTION (LITERAL H),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA VIA DE LA VEREDA EL DIAMANTE DEL MUNICIPIO DE PIEDECUESTA SANTANDER,26471000,26471000,0,26471000,2015,2015-05-06T00:00:00.000,2015-05-30T00:00:00.000,2,M,0,0,2015-07-30T00:00:00.000,3906171,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3804037'},817000992-5,8000798411,SANTANDER,PIEDECUESTA,JUNTA DE ACCION COMUNAL VEREDA EL DIAMANTE,LIQUIDADO
21-13-12289144-11408075,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SAN CAYETANO,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO PUENTE QUEBRADA LOS COLORADOS SECTOR RURAL VEREDA CARRIAZO DEL MUNICIPIO DE SAN CAYETANO CUNDINAMARCA,25398536,25355815,0,25355815,2021,2021-09-07T00:00:00.000,2021-09-10T00:00:00.000,45,D,0,0,2021-10-25T00:00:00.000,11408075,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-13-12289144'},890501876-4,79140869,CUNDINAMARCA,SAN CAYETANO,JAIME EDUARDO ANGULO MOSCOSO,LIQUIDADO
18-1-195988-8133851,BOYACA - ALCALDIA MUNICIPIO DE SAMACA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE VIAS CON PLACA HUELLA EN LA VEREDA RUCHICAL SECTOR RINCON SANTO; VEREDA PARAMO CENTRO  SECTOR  CAPILLA Y PARAMO CENTRO VIA ABEJON DEL MUNICIPIO DE SAMACA; BOYACA,1027846719,1025607351,0,1025607351,2019,2019-01-23T00:00:00.000,2019-01-29T00:00:00.000,8,M,0,0,2019-09-29T00:00:00.000,8133851,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-195988'},800016757,901247222,BOYACA,SAMACA,CONSORCIO TRABAJOS DE INGENIERIA SAMACA,LIQUIDADO
15-11-3794964-3842732,CAUCA - GOBERNACION,CAUCA,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REHABILITACION; PAVIMENTACION; MEJORAMIENTO Y MANTENIMIENTO DEL TRAMO VIAL RURAL COMPRENDIDO VIA PANAMERICANA KM 18 + 200 VEREDA EL PURO,279768090,279668893,0,279668893,2015,2015-08-19T00:00:00.000,2015-08-21T00:00:00.000,75,D,0,0,2015-11-04T00:00:00.000,3842732,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3794964'},No Definido,900864713-5,CAUCA,POPAYAN,CONSORCIO GONZALEZ CALVO,LIQUIDADO
16-1-163005-5344843,SANTANDER - ALCALDIA MUNICIPIO DE EL CARMEN DE CHUCURI,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLAS EN VIAS TERCIARIAS DEL MUNICIPIO DE EL CARMEN DE CHUCURI,256467526,256467482,84996195,341463677,2016,2016-10-26T00:00:00.000,2016-12-15T00:00:00.000,3,M,50,0,2017-04-15T00:00:00.000,5344843,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-163005'},No Definido,79792721,SANTANDER,EL CARMEN DE CHUCURI,JULIAN FERNANDO DIAZ ALVAREZ,LIQUIDADO
17-13-7399157-6726714,CALDAS - ALCALDIA MUNICIPIO DE MANZANARES,CALDAS,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR A TODO COSTO LA CONSTRUCCION DE 27ML DE PLACA HUELLA EN CONCRETO CON SUS RESPECTIVAS CUNETAS; ENROCADO CENTRAL Y SARDINEL PERIMETRAL EN UN SECTOR DEL BARRIO ALTOBONITO MUNICIPIO DE MANZANARES CALDAS.,20600000,20572288,0,20572288,2017,2017-12-12T00:00:00.000,2017-12-12T00:00:00.000,19,D,0,0,2017-12-31T00:00:00.000,6726714,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-7399157'},800094711-3,901004483,CALDAS,MANZANARES,GENESIS ESTRUCTURAS SAS,LIQUIDADO
17-11-6679333-7610331,BOYACA - ALCALDIA MUNICIPIO DE SIACHOQUE,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA RED VIAL MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS EN PAVIMENTO RIGIDO EN EL MUNICIPIO DE SIACHOQUE - BOYACA.,514707380,514702465,0,514702465,2017,2017-07-05T00:00:00.000,2017-07-31T00:00:00.000,3,M,0,0,2017-10-31T00:00:00.000,7610331,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6679333'},891801911,91014858,BOYACA,SIACHOQUE,GEIMAR SUAREZ TAVERA,LIQUIDADO
